VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;Y_RD;X_RD;OBJ_SOORT;IALA_CAT;N_WGS_gms;E_WGS_gms;N_WGS_gm;E_WGS_gm;Obj_vorm_c;OBJ_VORM;Obj_kleur_c;OBJ_KLEUR;Kleurpatr_c;KLEURPATR;V_TT_c;TT_TOPTEK;TT_kleur_c;TT_KLEUR;TT_pat_c;TT_KLR_PAT;Sign_kar_c;SIGN_KAR;Sign_gr_c;SIGN_GROEP;SIGN_PERIO;RACON_CODE;Licht_kl_c;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0161;HS 8;5057;01.01.2005; 0,0000; 0,0000;REC;4;52.21.49.26;004.58.07.26;52.21.8210;004.58.1210;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,968683;52,363683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0162;RADAR 3;#;01.01.2005; 482047,9864; 138015,8913;SK32 630;4;52.19.34.00;005.08.17.05;52.19.5667;005.08.2842;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,138069;52,326111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0163;RADAR 4;#;01.01.2005; 482017,7226; 137972,7248;SK32 630;4;52.19.33.02;005.08.14.78;52.19.5503;005.08.2463;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,137439;52,325839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0166;KITE-IJM 1;#;28.03.2011; 482601,7739; 136352,8668;REC;4;52.19.51.73;005.06.49.12;52.19.8621;005.06.8187;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,113644;52,331036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0167;KITE-IJM 2;#;28.03.2011; 483754,8437; 136354,8318;REC;4;52.20.29.03;005.06.49.00;52.20.4839;005.06.8166;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,113611;52,341397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0168;KITE-IJM 3;#;28.03.2011; 482719,3399; 135971,3697;REC;4;52.19.55.48;005.06.28.94;52.19.9246;005.06.4823;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,108039;52,332078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0169;KITE-IJM 4;#;28.03.2011; 483736,0126; 135943,9338;REC;4;52.20.28.37;005.06.27.29;52.20.4729;005.06.4549;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,107581;52,341214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0232;HB-C;5511;24.07.2015; 481892,2375; 138063,6466;M1250;4;52.19.28.97;005.08.19.60;52.19.4828;005.08.3267;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,138778;52,324714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0233;HB-D;5511;24.07.2015; 481861,8045; 138069,6781;M1250;4;52.19.27.98;005.08.19.93;52.19.4664;005.08.3321;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,138869;52,324439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0234;HB-E;5511;24.07.2015; 482002,9513; 137954,1536;M1250;4;52.19.32.54;005.08.13.80;52.19.5423;005.08.2300;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,137167;52,325706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IJMEER (MARKERMEER);VW-IJMM -0235;HB-F;5511;24.07.2015; 482005,0834; 137981,2029;M1250;4;52.19.32.61;005.08.15.23;52.19.5435;005.08.2538;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,137564;52,325725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0101;IN-KL 1;#;01.01.2005; 575090,5402; 141995,8161;SK31 630;4;53.09.44.52;005.11.34.01;53.09.7420;005.11.5669;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,192781;53,162367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0102;IN-KL 2;#;01.01.2005; 574436,7557; 142984,0789;SK32 630;4;53.09.23.45;005.12.27.29;53.09.3909;005.12.4549;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,207581;53,156514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0103;IN 15-SO 52;#;01.01.2005; 575999,6705; 141099,8418;SK21 900;4;53.10.13.85;005.10.45.65;53.10.2308;005.10.7608;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,179347;53,170514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0104;IN 18;#;01.01.2005; 575499,6707; 142079,8488;SK22 900;4;53.09.57.76;005.11.38.48;53.09.9627;005.11.6413;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,194022;53,166044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0105;IN 17;#;01.01.2005; 575369,7590; 141969,8165;SK21 900;4;53.09.53.55;005.11.32.57;53.09.8925;005.11.5429;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,192381;53,164875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0106;IN 16;#;01.01.2005; 576159,8104; 141269,8183;SK22 900;4;53.10.19.04;005.10.54.77;53.10.3174;005.10.9129;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,181881;53,171956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0107;IN 13;#;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.10.39.31;005.09.49.53;53.10.6552;005.09.8255;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,163758;53,177586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0108;IN 14;#;01.01.2005; 576929,6962; 140219,7587;SK22 900;4;53.10.43.85;005.09.58.12;53.10.7308;005.09.9686;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,166144;53,178847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0109;IN-GAS Z;#;01.01.2005; 0,0000; 0,0000;SK32 630;4;53.10.55.16;005.09.59.39;53.10.9193;005.09.9898;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,166497;53,181989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0110;IN 11;#;01.01.2005; 578029,7922; 138999,7748;SK21 900;4;53.11.19.31;005.08.52.23;53.11.3218;005.08.8705;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,147842;53,188697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0111;IN-GAS N;#;01.01.2005; 577846,2451; 139601,3417;SK32 630;4;53.11.13.43;005.09.24.66;53.11.2239;005.09.4110;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,156850;53,187064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0112;IN 12;#;01.01.2005; 578049,7754; 139239,8103;SK22 900;4;53.11.19.98;005.09.05.15;53.11.3330;005.09.0859;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,151431;53,188883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0113;IN 9;#;01.01.2005; 579119,7855; 138749,7778;SK31 630;4;53.11.54.54;005.08.38.57;53.11.9090;005.08.6428;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,144047;53,198483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0114;IN 10;#;01.01.2005; 578999,8092; 139129,8620;SK22 900;4;53.11.50.70;005.08.59.06;53.11.8450;005.08.9844;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,149739;53,197417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0115;IN 8;#;01.01.2005; 580149,6914; 139449,7940;SK22 900;4;53.12.27.93;005.09.16.10;53.12.4655;005.09.2683;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,154472;53,207758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0116;IN 7;#;01.01.2005; 580179,8332; 139249,7829;SK21 900;4;53.12.28.88;005.09.05.32;53.12.4814;005.09.0886;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,151478;53,208022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0117;IN 6;#;01.01.2005; 0,0000; 0,0000;SK22 900;4;53.13.00.95;005.09.31.28;53.13.0158;005.09.5213;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,158689;53,216931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0118;IN 5;#;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.13.01.90;005.09.19.69;53.13.0317;005.09.3282;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,155469;53,217194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0119;O-IN OBSTN;#;01.01.2005; 581311,6588; 141981,7510;SK22 900;4;53.13.05.76;005.11.32.35;53.13.0960;005.11.5392;5;spar;2,6;Zwart/geel;1;Horizontaal;13;2 Kegels, punten naar boven;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,192319;53,218267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0120;IN 4;#;01.01.2005; 582579,6918; 139749,8056;SK22 900;4;53.13.46.57;005.09.31.85;53.13.7761;005.09.5308;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,158847;53,229603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0121;IN 3;#;01.01.2005; 582589,7492; 139389,7782;SK21 900;4;53.13.46.85;005.09.12.44;53.13.7809;005.09.2073;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,153456;53,229681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0132;IN 1A;#;01.01.2005; 584029,6653; 139449,7480;SK21 900;4;53.14.33.44;005.09.15.42;53.14.5573;005.09.2570;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,154283;53,242622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0134;IN 2A;#;01.01.2005; 584029,6561; 139859,7700;SK22 900;4;53.14.33.48;005.09.37.53;53.14.5580;005.09.6255;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,160425;53,242633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0135;IN 1;#;01.01.2005; 585664,7768; 139434,7886;SK21 900;2;53.15.26.33;005.09.14.33;53.15.4388;005.09.2388;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,153981;53,257314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSCHOT;VW-IN   -0140;IN-GAS W;#;27.10.2014; 575685,7573; 142061,5104;SK32 630;4;53.10.03.78;005.11.37.46;53.10.0630;005.11.6244;5;spar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,193739;53,167717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACHTHAVEN MUIDERZAND (MARKERMEER);VW-JHM  -0101;JH 1;#;01.01.2005; 0,0000; 0,0000;SK31 630;4;52.20.10.73;005.07.50.64;52.20.1788;005.07.8440;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,130733;52,336314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACHTHAVEN MUIDERZAND (MARKERMEER);VW-JHM  -0102;JH 4;#;01.01.2005; 0,0000; 0,0000;SK32 630;4;52.20.14.31;005.07.46.24;52.20.2385;005.07.7707;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,129511;52,337308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0101;ST-A;3568;01.01.2011; 331453,7322; 180741,6552;ZT2;4;50.58.19.88;005.45.13.25;50.58.3313;005.45.2208;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,753681;50,972189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0102;ST-B;3568;01.01.2011; 331513,6377; 180781,6265;ZT2;4;50.58.21.81;005.45.15.31;50.58.3635;005.45.2552;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,754253;50,972725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0103;ST-C;3568;01.01.2011; 331525,6854; 180817,6231;ZT2;4;50.58.22.19;005.45.17.16;50.58.3699;005.45.2860;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,754767;50,972831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0112;JK-A;3782;01.06.2014; 329205,8083; 181322,0877;TK1200.2;4;50.57.07.03;005.45.42.39;50.57.1172;005.45.7065;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,761775;50,951953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0113;JK-B;3782;01.06.2014; 329177,5933; 181308,7397;TK1200.2;4;50.57.06.12;005.45.41.70;50.57.1021;005.45.6950;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,761583;50,951700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0114;JK-C;3782;01.06.2014; 329159,6560; 181303,7015;TK1200.2;4;50.57.05.54;005.45.41.44;50.57.0924;005.45.6906;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,761511;50,951539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0115;JK-D;5512;01.06.2014; 329141,7961; 181292,0572;LK1800 MM.;3;50.57.04.97;005.45.40.84;50.57.0828;005.45.6806;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;5,761344;50,951381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0116;JK-E;5512;01.06.2014; 329115,7136; 181282,3522;LK1800 MM.;3;50.57.04.13;005.45.40.33;50.57.0688;005.45.6722;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;5,761203;50,951147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0117;JK-F;5512;01.06.2014; 329084,3744; 181267,1926;LK1800 MM.;3;50.57.03.12;005.45.39.55;50.57.0519;005.45.6591;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;5,760986;50,950867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0118;JK-G;5512;01.06.2014; 329066,5404; 181260,6076;LK1800 MM.;3;50.57.02.54;005.45.39.20;50.57.0423;005.45.6534;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;5,760889;50,950706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0119;JK-H;3782;01.06.2014; 329044,5641; 181248,9137;TK1200.2;4;50.57.01.83;005.45.38.60;50.57.0310;005.45.6433;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,760722;50,950508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0120;JK-I;3782;01.06.2014; 329021,3508; 181234,6257;TK1200.2;4;50.57.01.08;005.45.37.86;50.57.0180;005.45.6310;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,760517;50,950300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julianakanaal;VW-JK   -0121;JK-J;3782;01.06.2014; 328988,5684; 181220,0351;TK1200.2;4;50.57.00.02;005.45.37.11;50.57.0004;005.45.6184;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,760308;50,950006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KANAAL LEMMER (IJSSELMEER);VW-KLIJ -0103;KL 3;#;01.01.2005; 538725,8134; 173947,8097;SKV11 1200;3;52.50.07.49;005.40.06.17;52.50.1248;005.40.1029;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;5,668381;52,835414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KANAAL LEMMER (IJSSELMEER);VW-KLIJ -0104;KL 7;#;01.01.2005; 539145,7372; 174239,8534;SKV11 1200;3;52.50.21.04;005.40.21.86;52.50.3506;005.40.3644;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;4;Groen;#;5,672739;52,839178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KANAAL LEMMER (IJSSELMEER);VW-KLIJ -0105;KL 5;#;01.01.2005; 538934,4865; 174096,8191;SK31 630;3;52.50.14.22;005.40.14.18;52.50.2370;005.40.2363;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,670606;52,837283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KANAAL LEMMER (IJSSELMEER);VW-KLIJ -0106;KL 2;#;01.01.2005; 538490,7288; 173584,8061;SKV12 1200;2;52.49.59.93;005.39.46.73;52.49.9988;005.39.7789;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;2;#;3;Rood;#;5,662981;52,833314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
