VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;Y_RD;X_RD;OBJ_SOORT;IALA_CAT;N_WGS_gms;E_WGS_gms;N_WGS_gm;E_WGS_gm;Obj_vorm_c;OBJ_VORM;Obj_kleur_c;OBJ_KLEUR;Kleurpatr_c;KLEURPATR;V_TT_c;TT_TOPTEK;TT_kleur_c;TT_KLEUR;TT_pat_c;TT_KLR_PAT;Sign_kar_c;SIGN_KAR;Sign_gr_c;SIGN_GROEP;SIGN_PERIO;RACON_CODE;Licht_kl_c;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOONTJES;VW-BO   -0161;BO 31;#;29.10.2010; 573139,7838; 154719,7565;SK21 900;4;53.08.41.98;005.22.58.88;53.08.6997;005.22.9813;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,383022;53,144994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOONTJES;VW-BO   -0162;BO 32;#;01.01.2005; 573159,8225; 154614,7077;SK22 900;4;53.08.42.63;005.22.53.23;53.08.7105;005.22.8871;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,381453;53,145175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOONTJES;VW-BO   -0163;BO 37;1041;01.01.2005; 574999,7642; 155094,7522;SK21 900;4;53.09.42.15;005.23.19.06;53.09.7025;005.23.3176;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,388628;53,161708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOONTJES;VW-BO   -0164;BO 38;#;01.01.2005; 575009,7789; 154991,7488;SK22 900;4;53.09.42.47;005.23.13.51;53.09.7079;005.23.2252;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,387086;53,161797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0103;B-NBW 1;#;01.01.2005; 612762,1376; 226716,6259;SK32 630;4;53.29.46.20;006.28.04.18;53.29.7700;006.28.0697;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,467828;53,496167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0104;B-BW;#;01.01.2005; 613529,7627; 226759,8390;SK22 900;4;53.30.11.00;006.28.07.15;53.30.1834;006.28.1192;5;spar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,468653;53,503056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0105;B 4;#;01.01.2005; 615354,9010; 226839,4098;SK22 900;4;53.31.09.99;006.28.12.96;53.31.1665;006.28.2160;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,470267;53,519442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0107;B 2;#;01.01.2005; 616393,9058; 226520,9685;SK22 900;4;53.31.43.75;006.27.56.53;53.31.7291;006.27.9421;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,465703;53,528819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0109;B-NBW 2;#;01.01.2005; 611244,0987; 227009,0251;SK32 630;4;53.28.56.96;006.28.18.80;53.28.9494;006.28.3133;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,471889;53,482489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0110;B 6;#;01.01.2005; 614529,7168; 226879,8232;SK22 900;4;53.30.43.28;006.28.14.48;53.30.7214;006.28.2413;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,470689;53,512022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0111;B 3;#;01.01.2005; 615079,7002; 226489,8244;SK21 900;4;53.31.01.26;006.27.53.77;53.31.0210;006.27.8961;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,464936;53,517017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT;VW-BC   -0114;B 1;#;01.01.2005; 616071,6718; 226225,7640;SK21 900;4;53.31.33.47;006.27.40.24;53.31.5578;006.27.6707;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,461178;53,525964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0101;BG 12;#;01.01.2005; 605329,8897; 167269,8768;SK22 900;4;53.26.02.73;005.34.18.55;53.26.0455;005.34.3092;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,571819;53,434092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0103;BG 10;#;01.01.2005; 606059,7186; 167514,8800;SK22 900;4;53.26.26.32;005.34.31.93;53.26.4386;005.34.5321;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,575536;53,440644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0104;BG 7;#;01.01.2005; 605999,7312; 167344,9119;SK21 900;4;53.26.24.39;005.34.22.71;53.26.4065;005.34.3785;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,572975;53,440108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0105;BG 8;#;01.01.2005; 606479,8321; 167139,8954;SK22 900;4;53.26.39.94;005.34.11.67;53.26.6656;005.34.1945;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,569908;53,444428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0107;BG 5;#;01.01.2005; 606369,8989; 167019,9003;SK21 900;4;53.26.36.39;005.34.05.15;53.26.6065;005.34.0859;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,568097;53,443442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0108;BG 6;#;01.01.2005; 606869,7760; 166779,8899;SK22 900;4;53.26.52.58;005.33.52.22;53.26.8763;005.33.8703;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,564506;53,447939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0109;BG 9;#;01.01.2005; 605349,8356; 167089,9291;SK21 900;4;53.26.03.39;005.34.08.81;53.26.0565;005.34.1468;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,569114;53,434275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0110;BG 4;#;01.01.2005; 607309,7844; 166399,8924;SK22 900;4;53.27.06.84;005.33.31.69;53.27.1140;005.33.5281;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,558803;53,451900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0111;BG 3;#;01.01.2005; 606744,7387; 166699,9110;SK21 900;4;53.26.48.54;005.33.47.87;53.26.8090;005.33.7978;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,563297;53,446817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0112;BG 1;#;01.01.2005; 607129,8929; 166339,8621;SK21 900;4;53.27.01.03;005.33.28.41;53.27.0171;005.33.4735;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,557892;53,450286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0116;BG 13;#;15.04.2013; 603129,7569; 167644,9085;SK21 900;4;53.24.51.53;005.34.38.55;53.24.8589;005.34.6425;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,577375;53,414314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0117;BG 20;#;01.04.2013; 603204,7644; 167739,9074;SK22 900;4;53.24.53.95;005.34.43.70;53.24.8992;005.34.7284;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,578806;53,414986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0118;BG 18;#;01.01.2005; 603654,7964; 167464,8888;SK22 900;4;53.25.08.53;005.34.28.88;53.25.1422;005.34.4813;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,574689;53,419036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0119;BG 16;#;01.01.2005; 604149,8115; 167219,8342;SK22 900;4;53.25.24.56;005.34.15.68;53.25.4094;005.34.2613;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,571022;53,423489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0120;BG 11;#;01.04.2013; 604679,8114; 166939,8438;SK21 900;4;53.25.41.73;005.34.00.59;53.25.6955;005.34.0098;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,566831;53,428258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHGAT (TERSCHELLING);VW-BGT  -0121;BG 14;#;01.01.2005; 604659,7334; 167069,8503;SK22 900;4;53.25.41.07;005.34.07.63;53.25.6845;005.34.1271;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,568786;53,428075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0102;BW 6;#;01.01.2005; 611379,8346; 228849,8428;SK32 630;4;53.29.00.44;006.29.58.72;53.29.0074;006.29.9786;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,499644;53,483456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0103;BW 4;#;01.01.2005; 611309,7190; 227824,5132;SK32 630;4;53.28.58.69;006.29.03.07;53.28.9781;006.29.0511;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,484186;53,482969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0104;BW 2;#;01.01.2005; 612669,7231; 226529,8306;SK32 630;4;53.29.43.30;006.27.53.98;53.29.7217;006.27.8996;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,464994;53,495361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0105;BW 8;#;01.01.2005; 611549,8107; 229234,5214;SK32 630;4;53.29.05.75;006.30.19.72;53.29.0958;006.30.3286;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,505478;53,484931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0106;BW 10;#;01.01.2005; 612189,7423; 229284,7577;SK32 630;4;53.29.26.42;006.30.22.98;53.29.4403;006.30.3830;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,506383;53,490672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0108;BW 2A;#;11.07.2011; 611679,7756; 226889,8049;SK32 630;4;53.29.11.11;006.28.12.69;53.29.1852;006.28.2115;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,470192;53,486419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0109;BW 14;#;01.01.2005; 613449,8574; 230524,8376;SK32 630;4;53.30.06.54;006.31.31.31;53.30.1090;006.31.5218;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,525364;53,501817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOSCHWAD;VW-BW   -0115;BW 12;#;01.01.2005; 612739,7045; 229999,5112;SK32 630;4;53.29.43.84;006.31.02.21;53.29.7307;006.31.0368;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,517281;53,495511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOTNEY GROUND STELSEL (NZ);VW-VBG  -0104;BG 2;1105;01.01.2005; 0,0000; 0,0000;LK3000 MM.;2;53.58.34.32;003.17.13.97;53.58.5720;003.17.2328;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;10;#;3;Rood;#;3,287214;53,976200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOTNEY GROUND STELSEL (NZ);VW-VBG  -0105;BG 1;1005;01.01.2005; 657175,4108; 28631,5115;LK3000 MM.;2;53.53.05.31;003.27.55.99;53.53.0885;003.27.9332;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;2;Fl (flashing);(2);(2);10;#;4;Groen;#;3,465553;53,884808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOTNEY GROUND STELSEL (NZ);VW-VBG  -0106;BG 4;1105;01.01.2005; 0,0000; 0,0000;L12 12,5M3;2;54.00.25.34;003.42.55.00;54.00.4223;003.42.9167;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;2;Fl (flashing);(2);(2);10;#;3;Rood;#;3,715278;54,007039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOTNEY GROUND STELSEL (NZ);VW-VBG  -0108;BG E;#;01.01.2005; 0,0000; 0,0000;LK3000 MM.;2;53.57.48.33;003.43.52.01;53.57.8055;003.43.8668;3;bol;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;5;#;1;Wit;#;3,731114;53,963425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN MERWEDE;VW-BD   -0104;BO 1;1006;01.01.2005; 0,0000; 0,0000;LK2600 MM.;2;51.49.16.07;004.53.56.34;51.49.2678;004.53.9390;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;4;Groen;#;4,898983;51,821131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN MERWEDE;VW-BD   -0105;BO 3;1006;01.01.2005; 0,0000; 0,0000;LK2600 MM.;2;51.49.32.53;004.54.47.90;51.49.5422;004.54.7983;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;4,913306;51,825703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN MERWEDE;VW-BD   -0106;BO 5;1006;01.01.2005; 0,0000; 0,0000;LK2600 MM.;2;51.49.38.76;004.55.28.08;51.49.6460;004.55.4680;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;4;Groen;#;4,924467;51,827433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN MERWEDE;VW-BD   -0107;BO 7;1006;01.01.2005; 0,0000; 0,0000;LK2600 MM.;2;51.49.11.66;004.59.34.41;51.49.1943;004.59.5735;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;4,992892;51,819906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN MERWEDE;VW-BD   -0108;BO 9;1006;01.01.2005; 0,0000; 0,0000;LK2600 MM.;2;51.49.13.85;005.00.15.61;51.49.2308;005.00.2602;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;2;#;4;Groen;#;5,004336;51,820514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0101;W 102;1106;01.01.2011; 432098,4269; 199272,0124;LK1800 MM.;2;51.52.32.40;006.01.48.42;51.52.5400;006.01.8070;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;6,030117;51,875667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0102;W 100;1106;01.01.2011; 432434,4720; 198897,1889;LK1800 MM.;2;51.52.43.38;006.01.28.98;51.52.7230;006.01.4830;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;6,024717;51,878717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0103;W 49;1006;01.01.2011; 432678,3622; 198155,9766;LK1800 MM.;2;51.52.51.48;006.00.50.34;51.52.8580;006.00.8390;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;6,013983;51,880967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0104;W 47;1006;01.01.2011; 432705,3177; 197840,1486;LK1800 MM.;2;51.52.52.44;006.00.33.84;51.52.8740;006.00.5640;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;6,009400;51,881233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0105;W 45;1006;01.01.2011; 432620,5236; 197464,4494;LK1800 MM.;2;51.52.49.80;006.00.14.16;51.52.8300;006.00.2360;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;6,003933;51,880500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0106;W 43;1006;01.01.2011; 432383,7506; 197094,6071;LK1800 MM.;2;51.52.42.24;005.59.54.72;51.52.7040;005.59.9120;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;5,998533;51,878400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0107;W 41;1006;01.01.2011; 432120,2172; 196847,7624;LK1800 MM.;2;51.52.33.78;005.59.41.70;51.52.5630;005.59.6950;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;5,994917;51,876050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0108;W 39;1006;01.01.2011; 431853,3887; 196649,1271;LK1800 MM.;2;51.52.25.20;005.59.31.20;51.52.4200;005.59.5200;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;5,992000;51,873667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0109;W 98;1106;01.01.2011; 430038,6771; 195604,4189;LK1800 MM.;2;51.51.26.76;005.58.35.82;51.51.4460;005.58.5970;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;5,976617;51,857433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOVEN-RIJN EN WAAL;VW-BRW  -0110;W 96;1106;01.01.2011; 429817,0796; 195259,4382;LK1800 MM.;2;51.51.19.68;005.58.17.70;51.51.3280;005.58.2950;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;5,971583;51,855467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
